2015-03-17  Hampton                  74  Manhattan                64 P        NCAA Tournament Dayton, OH
2015-03-17  Mississippi              94  BYU                      90 P        NCAA Tournament Dayton, OH
2015-03-17 @Rhode Island             88  Iona                     75 P        NIT Tournament
2015-03-17 @Miami FL                 75  NC Central               71 P        NIT Tournament
2015-03-17  G Washington             60 @Pittsburgh               54 P        NIT Tournament
2015-03-17 @Louisiana Tech           89  C Michigan               79 P        NIT Tournament
2015-03-17 @Tulsa                    70  William & Mary           67 P        NIT Tournament
2015-03-17 @Alabama                  79  Illinois                 58 P        NIT Tournament
2015-03-17 @Murray St                81  UTEP                     66 P        NIT Tournament
2015-03-17 @Texas A&M                81  Montana                  64 P        NIT Tournament
2015-03-17 @Stanford                 77  UC Davis                 64 P        NIT Tournament
2015-03-17 @Loyola-Chicago           62  Rider                    59 P        CBI Tournament
2015-03-17  E Illinois               97 @Oakland                  91 P        CIT Tournament
2015-03-17 @SC Upstate               73  James Madison            72 P        CIT Tournament
2015-03-17  Bowling Green            67 @St Francis PA            64 P        CIT Tournament
2015-03-17 @E Kentucky               81  Norfolk St               75 P        CIT Tournament
2015-03-17  Louisiana                83 @Incarnate Word           68 P        CIT Tournament
2015-03-18  Robert Morris            81  North Florida            77 P        NCAA Tournament Dayton, OH
2015-03-18 @Dayton                   56  Boise St                 55 P        NCAA Tournament
2015-03-18 @Temple                   73  Bucknell                 67 P        NIT Tournament
2015-03-18  Arizona St               68 @Connecticut              61 P        NIT Tournament
2015-03-18 @Old Dominion             65  Charleston So            56 P        NIT Tournament
2015-03-18 @Richmond                 84  St Francis NY            74 P        NIT Tournament
2015-03-18 @Illinois St              69  WI Green Bay             56 P        NIT Tournament
2015-03-18  Vanderbilt               75 @St Mary's CA             64 P        NIT Tournament
2015-03-18  S Dakota St              86 @Colorado St              76 P        NIT Tournament
2015-03-18 @Oral Roberts             91  UC Santa Barbara         87 P        CBI Tournament
2015-03-18 @Mercer                   72  Stony Brook              70 P        CBI Tournament
2015-03-18  Vermont                  85 @Hofstra                  81 P        CBI Tournament
2015-03-18 @ULM                      71  E Michigan               67 P        CBI Tournament
2015-03-18  Radford                  78 @Delaware St              57 P        CBI Tournament
2015-03-18 @Colorado                 87  Gardner Webb             78 P        CBI Tournament
2015-03-18 @Seattle                  62  Pepperdine               45 P        CBI Tournament
2015-03-18 @High Point               70  MD E Shore               64 P        CIT Tournament
2015-03-18 @Canisius                 87  Dartmouth                72 P        CIT Tournament
2015-03-18  TAM C. Christi           75 @FL Gulf Coast            69 P        CIT Tournament
2015-03-18  Cleveland St             86 @W Michigan               57 P        CIT Tournament
2015-03-18  Kent                     68 @MTSU                     56 P        CIT Tournament
2015-03-18 @Evansville               82  PFW                      77 P        CIT Tournament
2015-03-18 @Sam Houston St           87  UNC Wilmington           71 P        CIT Tournament
2015-03-18  Northern Arizona         75 @Grand Canyon             70 P        CIT Tournament
2015-03-18  CS Sacramento            73 @Portland                 66 P        CIT Tournament
2015-03-19  Notre Dame               69  Northeastern             65 P        NCAA Tournament Pittsburgh, PA
2015-03-19  UAB                      60  Iowa St                  59 P        NCAA Tournament Louisville, KY
2015-03-19  Georgia St               57  Baylor                   56 P        NCAA Tournament Jacksonville, FL
2015-03-19  Arizona                  93  TX Southern              72 P        NCAA Tournament Portland, OR
2015-03-19  Butler                   56  Texas                    48 P        NCAA Tournament Pittsburgh, PA
2015-03-19  UCLA                     60  SMU                      59 P        NCAA Tournament Louisville, KY
2015-03-19  Ohio St                  75  VA Commonwealth          72 PO1      NCAA Tournament Portland, OR
2015-03-19  Villanova                93  Lafayette                52 P        NCAA Tournament Pittsburgh, PA
2015-03-19  Cincinnati               66  Purdue                   65 PO1      NCAA Tournament Louisville, KY
2015-03-19  North Carolina           67  Harvard                  65 P        NCAA Tournament Jacksonville, FL
2015-03-19  Utah                     57  SF Austin                50 P        NCAA Tournament Portland, OR
2015-03-19  NC State                 66  LSU                      65 P        NCAA Tournament Pittsburgh, PA
2015-03-19  Arkansas                 56  Wofford                  53 P        NCAA Tournament Jacksonville, FL
2015-03-19  Georgetown               84  E Washington             74 P        NCAA Tournament Portland, OR
2015-03-19  TN Martin               104 @Northwestern LA          79 P        CIT Tournament
2015-03-19  Xavier                   76  Mississippi              57 P        NCAA Tournament Jacksonville, FL
2015-03-19  Kentucky                 79  Hampton                  56 P        NCAA Tournament Louisville, KY
2015-03-20  Kansas                   75  New Mexico St            56 P        NCAA Tournament Omaha, NE
2015-03-20  Michigan St              70  Georgia                  63 P        NCAA Tournament Charlotte, NC
2015-03-20  Northern Iowa            71  Wyoming                  54 P        NCAA Tournament Seattle, WA
2015-03-20  West Virginia            68  Buffalo                  62 P        NCAA Tournament Columbus, OH
2015-03-20  Wichita St               81  Indiana                  76 P        NCAA Tournament Omaha, NE
2015-03-20  Virginia                 79  Belmont                  67 P        NCAA Tournament Charlotte, NC
2015-03-20  Louisville               57  UC Irvine                55 P        NCAA Tournament Seattle, WA
2015-03-20  Maryland                 65  Valparaiso               62 P        NCAA Tournament Columbus, OH
2015-03-20  Oregon                   79  Oklahoma St              73 P        NCAA Tournament Omaha, NE
2015-03-20  Iowa                     83  Davidson                 52 P        NCAA Tournament Seattle, WA
2015-03-20  Oklahoma                 69  Albany NY                60 P        NCAA Tournament Columbus, OH
2015-03-20  Wisconsin                86  Coastal Car              72 P        NCAA Tournament Omaha, NE
2015-03-20  San Diego St             76  St John's                64 P        NCAA Tournament Charlotte, NC
2015-03-20  Gonzaga                  86  N Dakota St              76 P        NCAA Tournament Seattle, WA
2015-03-20  Duke                     85  Robert Morris            56 P        NCAA Tournament Charlotte, NC
2015-03-20  Dayton                   66  Providence               53 P        NCAA Tournament Columbus, OH
2015-03-20 @Vanderbilt               92  S Dakota St              77 P        NIT Tournament
2015-03-20 @E Kentucky               66  High Point               65 P        CIT Tournament
2015-03-21  UCLA                     92  UAB                      75 P        NCAA Tournament Louisville, KY
2015-03-21  Kentucky                 64  Cincinnati               51 P        NCAA Tournament Louisville, KY
2015-03-21  Arizona                  73  Ohio St                  58 P        NCAA Tournament Portland, OR
2015-03-21  Xavier                   75  Georgia St               67 P        NCAA Tournament Jacksonville, FL
2015-03-21  NC State                 71  Villanova                68 P        NCAA Tournament Pittsburgh, PA
2015-03-21  Utah                     75  Georgetown               64 P        NCAA Tournament Portland, OR
2015-03-21  North Carolina           87  Arkansas                 78 P        NCAA Tournament Jacksonville, FL
2015-03-21  Notre Dame               67  Butler                   64 PO1      NCAA Tournament Pittsburgh, PA
2015-03-21 @Miami FL                 73  Alabama                  66 P        NIT Tournament
2015-03-21  Canisius                 82 @Bowling Green            59 P        CIT Tournament
2015-03-21  Louisiana                71 @Sam Houston St           70 P        CIT Tournament
2015-03-21  TN Martin                60 @SC Upstate               49 P        CIT Tournament
2015-03-21  Northern Arizona         78 @CS Sacramento            73 P        CIT Tournament
2015-03-22 @Temple                   90  G Washington             77 P        NIT Tournament
2015-03-22 @Richmond                 76  Arizona St               70 PO1      NIT Tournament
2015-03-22 @Stanford                 74  Rhode Island             65 P        NIT Tournament
2015-03-22  Michigan St              60  Virginia                 54 P        NCAA Tournament Charlotte, NC
2015-03-22  Duke                     68  San Diego St             49 P        NCAA Tournament Charlotte, NC
2015-03-22  Wichita St               78  Kansas                   65 P        NCAA Tournament Omaha, NE
2015-03-22  Oklahoma                 72  Dayton                   66 P        NCAA Tournament	 Columbus, OH
2015-03-22  Gonzaga                  87  Iowa                     68 P        NCAA Tournament Seattle, WA
2015-03-22  Wisconsin                72  Oregon                   65 P        NCAA Tournament Omaha, NE
