2013-03-19  NC A&T                   73  Liberty                  72 P        NCAA Tournament Dayton, OH
2013-03-19  St Mary's CA             67  MTSU                     54 P        NCAA Tournament Dayton, OH
2013-03-19 @Maryland                 86  Niagara                  70 P        NIT Tournament
2013-03-19  St John's                63 @St Joseph's PA           61 P        NIT Tournament
2013-03-19  Louisiana Tech           71 @Florida St               66 P        NIT Tournament
2013-03-19 @Robert Morris            59  Kentucky                 57 P        NIT Tournament
2013-03-19 @Virginia                 67  Norfolk St               56 P        NIT Tournament
2013-03-19 @Alabama                  62  Northeastern             43 P        NIT Tournament
2013-03-19 @Denver                   61  Ohio                     57 P        NIT Tournament
2013-03-19 @BYU                      90  Washington               79 P        NIT Tournament
2013-03-19 @Stanford                 58  SF Austin                57 P        NIT Tournament
2013-03-19  George Mason             78 @Col Charleston           77 P        CBI Tournament
2013-03-19 @Wyoming                  67  Lehigh                   66 P        CBI Tournament
2013-03-19 @Santa Clara              77  Vermont                  67 P        CBI Tournament
2013-03-19  Rider                    63 @Hartford                 54 P        CIT Tournament
2013-03-19 @East Carolina            66  Savannah St              65 P        CIT Tournament
2013-03-19  E Kentucky               69 @Gardner Webb             62 P        CIT Tournament
2013-03-19 @Youngstown St            99  Oakland                  87 P        CIT Tournament
2013-03-19 @Loyola MD                70  Boston Univ              63 P        CIT Tournament
2013-03-19 @Evansville               84  Tennessee St             72 P        CIT Tournament
2013-03-20  James Madison            68  LIU Brooklyn             55 P        NCAA Tournament Dayton, OH
2013-03-20  La Salle                 80  Boise St                 71 P        NCAA Tournament Dayton, OH
2013-03-20 @Iowa                     68  Indiana St               52 P        NIT Tournament
2013-03-20  Stony Brook              71 @Massachusetts            58 P        NIT Tournament
2013-03-20 @Providence               75  Charlotte                66 P        NIT Tournament
2013-03-20  Mercer                   75 @Tennessee                67 P        NIT Tournament
2013-03-20 @Baylor                  112  Long Beach St            66 P        NIT Tournament
2013-03-20 @Southern Miss            78  Charleston So            71 P        NIT Tournament
2013-03-20 @Arizona St               83  Detroit                  68 P        NIT Tournament
2013-03-20 @Purdue                   81  W Illinois               67 P        CBI Tournament
2013-03-20 @W Michigan               72  N Dakota St              71 PO1      CBI Tournament
2013-03-20 @Wright St                72  Tulsa                    52 P        CBI Tournament
2013-03-20  Richmond                 76 @Bryant                   71 P        CBI Tournament
2013-03-20 @Houston                  73  Texas                    72 P        CBI Tournament
2013-03-20 @Canisius                 69  Elon                     53 P        CIT Tournament
2013-03-20 @Kent                     73  Fairfield                71 P        CIT Tournament
2013-03-20 @Bradley                  75  WI Green Bay             69 P        CIT Tournament
2013-03-20 @IL Chicago               80  Chicago St               69 P        CIT Tournament
2013-03-20 @Northern Iowa            77  North Dakota             66 P        CIT Tournament
2013-03-20 @Tulane                   84  South Alabama            73 P        CIT Tournament
2013-03-20  Oral Roberts             84 @UT Arlington             76 P        CIT Tournament
2013-03-20 @Weber St                 85  Cal Poly                 43 P        CIT Tournament
2013-03-20 @UC Irvine                80  High Point               71 P        CIT Tournament
2013-03-20  Air Force                69 @Hawaii                   65 P        CIT Tournament
2013-03-21  Michigan St              65  Valparaiso               54 P        NCAA Tournament Auburn Hills, MI
2013-03-21  Butler                   68  Bucknell                 56 P        NCAA Tournament Lexington, KY
2013-03-21  Wichita St               73  Pittsburgh               55 P        NCAA Tournament Salt Lake City, UT
2013-03-21  St Louis                 64  New Mexico St            44 P        NCAA Tournament San Jose, CA
2013-03-21  Memphis                  54  St Mary's CA             52 P        NCAA Tournament Auburn Hills, MI
2013-03-21  Marquette                59  Davidson                 58 P        NCAA Tournament Lexington, KY
2013-03-21  Gonzaga                  64  Southern Univ            58 P        NCAA Tournament Salt Lake City, UT
2013-03-21  Oregon                   68  Oklahoma St              55 P        NCAA Tournament San Jose, CA
2013-03-21  Louisville               79  NC A&T                   48 P        NCAA Tournament Lexington, KY
2013-03-21  Michigan                 71  S Dakota St              56 P        NCAA Tournament Auburn Hills, MI
2013-03-21  Arizona                  81  Belmont                  64 P        NCAA Tournament Salt Lake City, UT
2013-03-21  California               64  UNLV                     61 P        NCAA Tournament San Jose, CA
2013-03-21  Colorado St              84  Missouri                 72 P        NCAA Tournament Lexington, KY
2013-03-21  VA Commonwealth          88  Akron                    42 P        NCAA Tournament Auburn Hills, MI
2013-03-21  Harvard                  68  New Mexico               62 P        NCAA Tournament Salt Lake City, UT
2013-03-21  Syracuse                 81  Montana                  34 P        NCAA Tournament San Jose, CA
2013-03-21 @Maryland                 62  Denver                   52 P        NIT Tournament
2013-03-22  Duke                     73  Albany NY                61 P        NCAA Tournament Philadelphia, PA
2013-03-22  Mississippi              57  Wisconsin                46 P        NCAA Tournament Kansas City, MO
2013-03-22  Temple                   76  NC State                 72 P        NCAA Tournament Dayton, OH
2013-03-22  Miami FL                 78  Pacific                  49 P        NCAA Tournament Austin, TX
2013-03-22  Creighton                67  Cincinnati               63 P        NCAA Tournament Philadelphia, PA
2013-03-22  La Salle                 63  Kansas St                61 P        NCAA Tournament Kansas City, MO
2013-03-22  Indiana                  83  James Madison            62 P        NCAA Tournament Dayton, OH
2013-03-22  Illinois                 57  Colorado                 49 P        NCAA Tournament Austin, TX
2013-03-22  FL Gulf Coast            78  Georgetown               68 P        NCAA Tournament Philadelphia, PA
2013-03-22  Ohio St                  95  Iona                     70 P        NCAA Tournament Dayton, OH
2013-03-22  North Carolina           78  Villanova                71 P        NCAA Tournament Kansas City, MO
2013-03-22  Florida                  79  Northwestern LA          47 P        NCAA Tournament Austin, TX
2013-03-22  San Diego St             70  Oklahoma                 55 P        NCAA Tournament Philadelphia, PA
2013-03-22  Iowa St                  76  Notre Dame               58 P        NCAA Tournament Dayton, OH
2013-03-22  Kansas                   64  WKU                      57 P        NCAA Tournament Kansas City, MO
2013-03-22  Minnesota                83  UCLA                     63 P        NCAA Tournament Austin, TX
2013-03-22 @Baylor                   89  Arizona St               86 P        NIT Tournament
2013-03-22 @Iowa                     75  Stony Brook              63 P        NIT Tournament
2013-03-23  Michigan                 78  VA Commonwealth          53 P        NCAA Tournament Auburn Hills, MI
2013-03-23  Michigan St              70  Memphis                  48 P        NCAA Tournament Auburn Hills, MI
2013-03-23  Louisville               82  Colorado St              56 P        NCAA Tournament Lexington, KY
2013-03-23  Arizona                  74  Harvard                  51 P        NCAA Tournament Salt Lake City, UT
2013-03-23  Oregon                   74  St Louis                 57 P        NCAA Tournament San Jose, CA
2013-03-23  Marquette                74  Butler                   72 P        NCAA Tournament Lexington, KY
2013-03-23  Wichita St               76  Gonzaga                  70 P        NCAA Tournament Salt Lake City, UT
2013-03-23  Syracuse                 66  California               60 P        NCAA Tournament San Jose, CA
2013-03-23 @Alabama                  66  Stanford                 54 P        NIT Tournament
2013-03-23 @Evansville               86  E Kentucky               72 P        CIT Tournament
2013-03-23 @East Carolina            75  Rider                    54 P        CIT Tournament
2013-03-23  Canisius                 84 @Youngstown St            82 PO1      CIT Tournament
2013-03-23 @Bradley                  77  Tulane                   72 P        CIT Tournament
2013-03-23 @Northern Iowa            63  IL Chicago               51 P        CIT Tournament
2013-03-23 @Weber St                 78  Air Force                57 P        CIT Tournament
