2016-03-15  FL Gulf Coast            96  F Dickinson              65 P        NCAA Tournament Dayton, OH
2016-03-20  Texas A&M                92  Northern Iowa            88 PO2      NCAA Tournament Oklahoma City, OK
2016-03-20  Wisconsin                66  Xavier                   63 P        NCAA Tournament St. Louis, MO
2016-03-20  Oregon                   69  St Joseph's PA           64 P        NCAA Tournament Spokane, WA
2016-03-21  G Washington             87 @Monmouth NJ              71 P        NIT Tournament
2016-03-21 @Morehead St              82  Duquesne                 72 P        CBI Tournament
2016-03-21 @Ohio                     72  UNC Greensboro           67 P        CBI Tournament
2016-03-21 @NJIT                     83  Boston Univ              72 P        CIT
2016-03-21  Georgia Tech             83 @South Carolina           66 P        NIT Tournament
2016-03-21 @Nevada                   85  E Washington             70 P        CBI Tournament
2016-03-21  Vermont                  73 @Seattle                  54 P        CBI Tournament
2016-03-21 @San Diego St             93  Washington               78 P        NIT Tournament
2016-03-22 @Valparaiso               60  St Mary's CA             44 P        NIT Tournament
2016-03-22 @BYU                      88  Creighton                82 P        NIT Tournament
2016-03-23 @G Washington             82  Florida                  77 P        NIT Tournament
2016-03-23  Morehead St              77 @Ohio                     72 P        CBI Tournament
2016-03-23 @Coastal Car              60  Grand Canyon             58 P        CIT
2016-03-23 @Columbia                 69  Ball St                  67 P        CIT
2016-03-23  UC Irvine                67 @Louisiana                66 P        CIT
2016-03-23 @San Diego St             72  Georgia Tech             56 P        NIT Tournament
2016-03-23 @Nevada                   86  Vermont                  72 P        CBI Tournament
2016-03-24  Villanova                92  Miami FL                 69 P        NCAA Tournament	 Louisville, KY
2016-03-24  Oklahoma                 77  Texas A&M                63 P        NCAA Tournament Anaheim, CA
2016-03-24  Kansas                   79  Maryland                 63 P        NCAA Tournament Louisville, KY
2016-03-24  Oregon                   82  Duke                     68 P        NCAA Tournament Anaheim, CA
2016-03-24 @NJIT                     63  UT Arlington             60 P        CIT
2016-03-25  North Carolina          101  Indiana                  86 P        NCAA Tournament	 Philadelphia, PA
2016-03-25  Virginia                 84  Iowa St                  71 P        NCAA Tournament	 Chicago, IL
2016-03-25  Notre Dame               61  Wisconsin                56 P        NCAA Tournament Philadelphia, PA
2016-03-25  Syracuse                 63  Gonzaga                  60 P        NCAA Tournament Chicago, IL
2016-03-26  Oklahoma                 80  Oregon                   68 P        NCAA Tournament Anaheim, CA
2016-03-26  Villanova                64  Kansas                   59 P        NCAA Tournament Louisville, KY
2016-03-27  UC Irvine                66 @Coastal Car              47 P        CIT
2016-03-27 @Columbia                 80  NJIT                     65 P        CIT
2016-03-27  Syracuse                 68  Virginia                 62 P        NCAA Tournament Chicago, IL
2016-03-27  North Carolina           88  Notre Dame               74 P        NCAA Tournament Philadelphia, PA
2016-03-28  Old Dominion             75  Tennessee Tech           59 P        Vegas 16 Tournament Las Vegas, NV
2016-03-28  UC Santa Barbara         70  N Illinois               63 P        Vegas 16 Tournament Las Vegas, NV
2016-03-28 @Morehead St              86  Nevada                   83 P        CBI Tournament
2016-03-28  Oakland                  90  Towson                   72 P        Vegas 16 Tournament Las Vegas, NV
2016-03-28  ETSU                     88  Louisiana Tech           83 P        Vegas 16 Tournament Las Vegas, NV
2016-03-29  Valparaiso               72  BYU                      70 P        NIT Tournament New York, NY
2016-03-29  G Washington             65  San Diego St             46 P        NIT Tournament New York, NY
2016-03-29 @Columbia                 73  UC Irvine                67 P        CIT
2016-03-29  Old Dominion             64  UC Santa Barbara         49 P        Vegas 16 Tournament Las Vegas, NV
2016-03-29  Oakland                 104  ETSU                     81 P        Vegas 16 Tournament Las Vegas, NV
2016-03-30 @Nevada                   77  Morehead St              68 P        CBI Tournament
2016-03-30  Old Dominion             68  Oakland                  67 P        Vegas 16 Tournament Las Vegas, NV
2016-03-31  G Washington             76  Valparaiso               60 P        NIT Tournament New York, NY
2016-04-01 @Nevada                   85  Morehead St              82 PO1      CBI Tournament
2016-04-02  Villanova                95  Oklahoma                 51 P        NCAA Tournament Houston TX
2016-04-02  North Carolina           83  Syracuse                 66 P        NCAA Tournament Houston TX
2016-04-04  Villanova                77  North Carolina           74 P        NCAA I Championship Houston TX
