2016-03-15  FL Gulf Coast            96  F Dickinson              65 P        NCAA Tournament Dayton, OH
2016-03-15  Wichita St               70  Vanderbilt               50 P        NCAA Tournament Dayton, OH
2016-03-15 @Florida St               84  Davidson                 74 P        NIT Tournament
2016-03-15 @Ohio St                  72  Akron                    63 PO1      NIT Tournament
2016-03-15  Morehead St              84 @Siena                    80 P        CBI Tournament
2016-03-15 @South Carolina           88  High Point               66 P        NIT Tournament
2016-03-15 @Creighton                72  Alabama                  54 P        NIT Tournament
2016-03-15  Florida                  97 @North Florida            68 P        NIT Tournament
2016-03-15 @Washington              107  Long Beach St           102 P        NIT Tournament
2016-03-15 @San Diego St             79  PFW                      55 P        NIT Tournament
2016-03-15 @Valparaiso               84  TX Southern              73 P        NIT Tournament
2016-03-15 @St Mary's CA             58  New Mexico St            56 P        NIT Tournament
2016-03-15 @Coastal Car              65  Mercer                   57 P        CIT
2016-03-15 @Furman                   58  ULM                      57 P        CIT
2016-03-15  Ball St                  78 @Tennessee St             73 PO2      CIT
2016-03-16  Holy Cross               59  Southern Univ            55 P        NCAA Tournament Dayton, OH
2016-03-16  Michigan                 67  Tulsa                    62 P        NCAA Tournament Dayton, OH
2016-03-16 @Duquesne                120  NE Omaha                112 P        CBI Tournament
2016-03-16 @Georgia                  93  Belmont                  84 P        NIT Tournament
2016-03-16 @UNC Greensboro           69  Houston Bap              65 P        CBI Tournament
2016-03-16 @Ohio                     94  Albany NY                90 PO1      CBI Tournament
2016-03-16  Wagner                   79 @St Bonaventure           75 P        NIT Tournament
2016-03-16 @Vermont                  79  W Carolina               74 P        CBI Tournament
2016-03-16 @Monmouth NJ              90  Bucknell                 80 P        NIT Tournament
2016-03-16 @G Washington             82  Hofstra                  80 P        NIT Tournament
2016-03-16 @Virginia Tech            86  Princeton                81 PO1      NIT Tournament
2016-03-16 @Georgia Tech             81  Houston                  62 P        NIT Tournament
2016-03-16 @E Washington             79  Pepperdine               72 P        CBI Tournament
2016-03-16 @BYU                      97  UAB                      79 P        NIT Tournament
2016-03-16 @Nevada                   79  Montana                  75 P        CBI Tournament
2016-03-16 @Seattle                  68  Idaho                    63 P        CBI Tournament
2016-03-16  Boston Univ              69 @Fordham                  66 P        CIT
2016-03-16  TN Martin                76 @C Michigan               73 P        CIT
2016-03-16  New Hampshire            77 @Fairfield                62 P        CIT
2016-03-16 @Columbia                 86  Norfolk St               54 P        CIT
2016-03-16  UT Arlington             75 @Savannah St              59 P        CIT
2016-03-16 @NJIT                     79  Army                     65 P        CIT
2016-03-16  UC Irvine                89 @North Dakota             86 PO1      CIT
2016-03-16 @Louisiana                96  TAM C. Christi           72 P        CIT
2016-03-17  Miami FL                 79  Buffalo                  72 P        NCAA Tournament Providence, RI
2016-03-17  Yale                     79  Baylor                   75 P        NCAA Tournament Providence, RI
2016-03-17  Duke                     93  UNC Wilmington           85 P        NCAA Tournament Providence, RI
2016-03-17  Providence               70  USC                      69 P        NCAA Tournament Raleigh, NC
2016-03-17  Virginia                 81  Hampton                  45 P        NCAA Tournament Raleigh, NC
2016-03-17  Butler                   71  Texas Tech               61 P        NCAA Tournament Raleigh, NC
2016-03-17  Kansas                  105  Austin Peay              79 P        NCAA Tournament Des Moines, IA
2016-03-17  Connecticut              74  Colorado                 67 P        NCAA Tournament Des Moines, IA
2016-03-17  Indiana                  99  Chattanooga              74 P        NCAA Tournament Des Moines, IA
2016-03-17  Kentucky                 85  Stony Brook              57 P        NCAA Tournament Des Moines, IA
2016-03-17  Ark Little Rock          85  Purdue                   83 PO2      NCAA Tournament Denver, CO
2016-03-17  Iowa St                  94  Iona                     81 P        NCAA Tournament Denver, CO
2016-03-17  Utah                     80  Fresno St                69 P        NCAA Tournament Denver, CO
2016-03-17  Gonzaga                  68  Seton Hall               52 P        NCAA Tournament Denver, CO
2016-03-17 @Valparaiso               81  Florida St               69 P        NIT Tournament
2016-03-17  North Carolina           83  FL Gulf Coast            67 P        NCAA Tournament Raleigh, NC
2016-03-17  Wichita St               65  Arizona                  55 P        NCAA Tournament Providence, RI
2016-03-17 @Grand Canyon             64  Jackson St               54 P        CIT
2016-03-18  Villanova                86  UNC Asheville            56 P        NCAA Tournament Brooklyn, NY
2016-03-18  Iowa                     72  Temple                   70 PO1      NCAA Tournament Brooklyn, NY
2016-03-18  SF Austin                70  West Virginia            56 P        NCAA Tournament Brooklyn, NY
2016-03-18  Oklahoma                 82  CS Bakersfield           68 P        NCAA Tournament Oklahoma City, OK
2016-03-18  VA Commonwealth          75  Oregon St                67 P        NCAA Tournament Oklahoma City, OK
2016-03-18  Texas A&M                92  WI Green Bay             65 P        NCAA Tournament Oklahoma City, OK
2016-03-18  Northern Iowa            75  Texas                    72 P        NCAA Tournament Oklahoma City, OK
2016-03-18  Xavier                   71  Weber St                 53 P        NCAA Tournament St. Louis, MO
2016-03-18  Wisconsin                47  Pittsburgh               43 P        NCAA Tournament St. Louis, MO
2016-03-18  MTSU                     90  Michigan St              81 P        NCAA Tournament St. Louis, MO
2016-03-18  Syracuse                 70  Dayton                   51 P        NCAA Tournament St. Louis, MO
2016-03-18  Maryland                 79  S Dakota St              74 P        NCAA Tournament Spokane, WA
2016-03-18  Hawaii                   77  California               66 P        NCAA Tournament Spokane, WA
2016-03-18  St Joseph's PA           78  Cincinnati               76 P        NCAA Tournament Spokane, WA
2016-03-18  Oregon                   91  Holy Cross               52 P        NCAA Tournament Spokane, WA
2016-03-18 @BYU                      80  Virginia Tech            77 P        NIT Tournament
2016-03-18  Notre Dame               70  Michigan                 63 P        NCAA Tournament Brooklyn, NY
2016-03-19 @Creighton                87  Wagner                   54 P        NIT Tournament
2016-03-19  Miami FL                 65  Wichita St               57 P        NCAA Tournament Providence, RI
2016-03-19 @Coastal Car              71  New Hampshire            62 P        CIT
2016-03-19  Louisiana                80 @Furman                   72 P        CIT
2016-03-19  Duke                     71  Yale                     64 P        NCAA Tournament Providence, RI
2016-03-19  Indiana                  73  Kentucky                 67 P        NCAA Tournament Des Moines, IA
2016-03-19  Iowa St                  78  Ark Little Rock          61 P        NCAA Tournament Denver, CO
2016-03-19  Virginia                 77  Butler                   69 P        NCAA Tournament Raleigh, NC
2016-03-19  Kansas                   73  Connecticut              61 P        NCAA Tournament Des Moines, IA
2016-03-19  Gonzaga                  82  Utah                     59 P        NCAA Tournament Denver, CO
2016-03-19  North Carolina           85  Providence               66 P        NCAA Tournament Raleigh, NC
2016-03-20  Florida                  74 @Ohio St                  66 P        NIT Tournament
2016-03-20  Villanova                87  Iowa                     68 P        NCAA Tournament Brooklyn, NY
2016-03-20  Notre Dame               76  SF Austin                75 P        NCAA Tournament Brooklyn, NY
2016-03-20  Oklahoma                 85  VA Commonwealth          81 P        NCAA Tournament Oklahoma City, OK
2016-03-20 @Ball St                  83  TN Martin                80 PO1      CIT
2016-03-20  Syracuse                 75  MTSU                     50 P        NCAA Tournament St. Louis, MO
2016-03-20  Maryland                 73  Hawaii                   60 P        NCAA Tournament Spokane, WA
2016-03-20 @St Mary's CA             77  Georgia                  65 P        NIT Tournament
