Team1_Pyth,Team1_Luck,Team1_SOS_Pyth,Team1_NCSOS_Pyth,Team2_Pyth,Team2_Luck,Team2_SOS_Pyth,Team2_NCSOS_Pyth
-0.36,0.04,-2.12,-3.8,13.37,0.078,4.95,3.11
-0.36,0.04,-2.12,-3.8,23.68,-0.026,13.57,3.56
-0.36,0.04,-2.12,-3.8,20.72,0.06,1.37,8.41
-0.36,0.04,-2.12,-3.8,8.58,0.057,-1.53,-1.9
20.33,0.041,2.8,1.58,17.05,0.06,4.2,-2.63
20.33,0.041,2.8,1.58,4.29,0.021,-4.21,1.23
20.33,0.041,2.8,1.58,31.99,0.018000000000000002,13.25,5.47
20.33,0.041,2.8,1.58,-4.24,0.01,-8.74,-1.49
20.33,0.041,2.8,1.58,18.33,-0.07200000000000001,11.65,5.4
20.33,0.041,2.8,1.58,22.56,0.045,10.71,1.1
20.33,0.041,2.8,1.58,-0.74,0.07,-4.52,-3.62
20.33,0.041,2.8,1.58,5.6,0.126,0.94,4.06
20.33,0.041,2.8,1.58,32.79,0.008,3.38,1.99
20.33,0.041,2.8,1.58,22.43,0.057,3.16,-3.79
20.33,0.041,2.8,1.58,-3.13,-0.025,-6.67,0.92
20.33,0.041,2.8,1.58,15.96,0.057,10.57,-6.6
20.33,0.041,2.8,1.58,21.85,-0.051,10.36,-1.45
20.33,0.041,2.8,1.58,20.71,0.08800000000000001,13.89,10.99
20.33,0.041,2.8,1.58,20.22,0.061,10.05,-0.5
20.33,0.041,2.8,1.58,27.42,0.037000000000000005,11.03,2.26
20.33,0.041,2.8,1.58,10.87,0.006,-4.56,-2.83
20.33,0.041,2.8,1.58,20.97,-0.054000000000000006,13.0,6.05
20.33,0.041,2.8,1.58,20.97,0.035,9.5,3.09
20.33,0.041,2.8,1.58,18.42,0.006999999999999999,7.65,0.79
20.33,0.041,2.8,1.58,19.98,0.001,11.08,-4.62
20.33,0.041,2.8,1.58,29.44,-0.014,11.65,-4.94
20.33,0.041,2.8,1.58,31.36,-0.006999999999999999,13.58,3.15
20.33,0.041,2.8,1.58,14.46,0.08199999999999999,12.07,-2.78
20.33,0.041,2.8,1.58,15.09,-0.018000000000000002,8.69,-0.77
20.33,0.041,2.8,1.58,20.68,-0.027000000000000003,10.46,2.49
20.33,0.041,2.8,1.58,3.55,0.057,-6.59,4.46
20.33,0.041,2.8,1.58,13.34,0.033,-4.77,-1.01
20.33,0.041,2.8,1.58,-3.2,0.052000000000000005,-3.07,3.73
20.33,0.041,2.8,1.58,6.56,-0.008,-4.29,-2.62
20.33,0.041,2.8,1.58,-11.89,0.004,-12.17,1.47
20.33,0.041,2.8,1.58,18.92,0.039,1.38,1.99
20.33,0.041,2.8,1.58,13.59,0.061,-3.52,-2.94
20.33,0.041,2.8,1.58,29.17,0.024,13.68,5.77
20.33,0.041,2.8,1.58,8.74,0.023,-0.8,6.95
20.33,0.041,2.8,1.58,15.08,0.005,11.63,-2.69
20.33,0.041,2.8,1.58,15.54,0.031,12.63,7.84
20.33,0.041,2.8,1.58,5.58,0.055,-2.37,-5.71
20.33,0.041,2.8,1.58,15.15,-0.039,4.1,0.26
20.33,0.041,2.8,1.58,-4.31,0.07400000000000001,-8.25,6.55
20.33,0.041,2.8,1.58,26.05,-0.012,13.04,4.33
20.33,0.041,2.8,1.58,12.91,0.022,9.42,4.43
20.33,0.041,2.8,1.58,8.75,0.071,5.92,-6.09
20.33,0.041,2.8,1.58,6.27,0.045,0.37,-1.05
20.33,0.041,2.8,1.58,17.71,-0.033,3.63,-0.39
20.33,0.041,2.8,1.58,16.3,0.005,10.06,0.49
20.33,0.041,2.8,1.58,9.39,0.065,3.81,-0.63
20.33,0.041,2.8,1.58,26.98,0.038,10.58,1.36
20.33,0.041,2.8,1.58,26.75,0.004,8.31,-5.01
20.33,0.041,2.8,1.58,9.46,0.097,-3.93,1.82
20.33,0.041,2.8,1.58,14.58,0.029,3.61,-3.42
20.33,0.041,2.8,1.58,16.62,0.006999999999999999,0.01,1.14
20.33,0.041,2.8,1.58,15.69,0.004,1.15,3.49
20.33,0.041,2.8,1.58,8.71,0.056,-6.01,3.52
20.33,0.041,2.8,1.58,18.77,0.017,8.21,3.61
20.33,0.041,2.8,1.58,35.66,0.024,10.51,-2.82
20.33,0.041,2.8,1.58,24.47,0.002,8.61,-6.04
20.33,0.041,2.8,1.58,13.37,0.078,4.95,3.11
20.33,0.041,2.8,1.58,23.68,-0.026,13.57,3.56
20.33,0.041,2.8,1.58,20.72,0.06,1.37,8.41
20.33,0.041,2.8,1.58,8.58,0.057,-1.53,-1.9
17.05,0.06,4.2,-2.63,4.29,0.021,-4.21,1.23
17.05,0.06,4.2,-2.63,31.99,0.018000000000000002,13.25,5.47
17.05,0.06,4.2,-2.63,-4.24,0.01,-8.74,-1.49
17.05,0.06,4.2,-2.63,18.33,-0.07200000000000001,11.65,5.4
17.05,0.06,4.2,-2.63,22.56,0.045,10.71,1.1
17.05,0.06,4.2,-2.63,-0.74,0.07,-4.52,-3.62
17.05,0.06,4.2,-2.63,5.6,0.126,0.94,4.06
17.05,0.06,4.2,-2.63,32.79,0.008,3.38,1.99
17.05,0.06,4.2,-2.63,22.43,0.057,3.16,-3.79
17.05,0.06,4.2,-2.63,-3.13,-0.025,-6.67,0.92
17.05,0.06,4.2,-2.63,15.96,0.057,10.57,-6.6
17.05,0.06,4.2,-2.63,21.85,-0.051,10.36,-1.45
17.05,0.06,4.2,-2.63,20.71,0.08800000000000001,13.89,10.99
17.05,0.06,4.2,-2.63,20.22,0.061,10.05,-0.5
17.05,0.06,4.2,-2.63,27.42,0.037000000000000005,11.03,2.26
17.05,0.06,4.2,-2.63,10.87,0.006,-4.56,-2.83
17.05,0.06,4.2,-2.63,20.97,-0.054000000000000006,13.0,6.05
17.05,0.06,4.2,-2.63,20.97,0.035,9.5,3.09
17.05,0.06,4.2,-2.63,18.42,0.006999999999999999,7.65,0.79
17.05,0.06,4.2,-2.63,19.98,0.001,11.08,-4.62
17.05,0.06,4.2,-2.63,29.44,-0.014,11.65,-4.94
17.05,0.06,4.2,-2.63,31.36,-0.006999999999999999,13.58,3.15
17.05,0.06,4.2,-2.63,14.46,0.08199999999999999,12.07,-2.78
17.05,0.06,4.2,-2.63,15.09,-0.018000000000000002,8.69,-0.77
17.05,0.06,4.2,-2.63,20.68,-0.027000000000000003,10.46,2.49
17.05,0.06,4.2,-2.63,3.55,0.057,-6.59,4.46
17.05,0.06,4.2,-2.63,13.34,0.033,-4.77,-1.01
17.05,0.06,4.2,-2.63,-3.2,0.052000000000000005,-3.07,3.73
17.05,0.06,4.2,-2.63,6.56,-0.008,-4.29,-2.62
17.05,0.06,4.2,-2.63,-11.89,0.004,-12.17,1.47
17.05,0.06,4.2,-2.63,18.92,0.039,1.38,1.99
17.05,0.06,4.2,-2.63,13.59,0.061,-3.52,-2.94
17.05,0.06,4.2,-2.63,29.17,0.024,13.68,5.77
17.05,0.06,4.2,-2.63,8.74,0.023,-0.8,6.95
17.05,0.06,4.2,-2.63,15.08,0.005,11.63,-2.69
17.05,0.06,4.2,-2.63,15.54,0.031,12.63,7.84
17.05,0.06,4.2,-2.63,5.58,0.055,-2.37,-5.71
17.05,0.06,4.2,-2.63,15.15,-0.039,4.1,0.26
17.05,0.06,4.2,-2.63,-4.31,0.07400000000000001,-8.25,6.55
17.05,0.06,4.2,-2.63,26.05,-0.012,13.04,4.33
17.05,0.06,4.2,-2.63,12.91,0.022,9.42,4.43
17.05,0.06,4.2,-2.63,8.75,0.071,5.92,-6.09
17.05,0.06,4.2,-2.63,6.27,0.045,0.37,-1.05
17.05,0.06,4.2,-2.63,17.71,-0.033,3.63,-0.39
17.05,0.06,4.2,-2.63,16.3,0.005,10.06,0.49
17.05,0.06,4.2,-2.63,9.39,0.065,3.81,-0.63
17.05,0.06,4.2,-2.63,26.98,0.038,10.58,1.36
17.05,0.06,4.2,-2.63,26.75,0.004,8.31,-5.01
17.05,0.06,4.2,-2.63,9.46,0.097,-3.93,1.82
17.05,0.06,4.2,-2.63,14.58,0.029,3.61,-3.42
17.05,0.06,4.2,-2.63,16.62,0.006999999999999999,0.01,1.14
17.05,0.06,4.2,-2.63,15.69,0.004,1.15,3.49
17.05,0.06,4.2,-2.63,8.71,0.056,-6.01,3.52
17.05,0.06,4.2,-2.63,18.77,0.017,8.21,3.61
17.05,0.06,4.2,-2.63,35.66,0.024,10.51,-2.82
17.05,0.06,4.2,-2.63,24.47,0.002,8.61,-6.04
17.05,0.06,4.2,-2.63,13.37,0.078,4.95,3.11
17.05,0.06,4.2,-2.63,23.68,-0.026,13.57,3.56
17.05,0.06,4.2,-2.63,20.72,0.06,1.37,8.41
17.05,0.06,4.2,-2.63,8.58,0.057,-1.53,-1.9
4.29,0.021,-4.21,1.23,31.99,0.018000000000000002,13.25,5.47
4.29,0.021,-4.21,1.23,-4.24,0.01,-8.74,-1.49
4.29,0.021,-4.21,1.23,18.33,-0.07200000000000001,11.65,5.4
4.29,0.021,-4.21,1.23,22.56,0.045,10.71,1.1
4.29,0.021,-4.21,1.23,-0.74,0.07,-4.52,-3.62
4.29,0.021,-4.21,1.23,5.6,0.126,0.94,4.06
4.29,0.021,-4.21,1.23,32.79,0.008,3.38,1.99
4.29,0.021,-4.21,1.23,22.43,0.057,3.16,-3.79
4.29,0.021,-4.21,1.23,-3.13,-0.025,-6.67,0.92
4.29,0.021,-4.21,1.23,15.96,0.057,10.57,-6.6
4.29,0.021,-4.21,1.23,21.85,-0.051,10.36,-1.45
4.29,0.021,-4.21,1.23,20.71,0.08800000000000001,13.89,10.99
4.29,0.021,-4.21,1.23,20.22,0.061,10.05,-0.5
4.29,0.021,-4.21,1.23,27.42,0.037000000000000005,11.03,2.26
4.29,0.021,-4.21,1.23,10.87,0.006,-4.56,-2.83
4.29,0.021,-4.21,1.23,20.97,-0.054000000000000006,13.0,6.05
4.29,0.021,-4.21,1.23,20.97,0.035,9.5,3.09
4.29,0.021,-4.21,1.23,18.42,0.006999999999999999,7.65,0.79
4.29,0.021,-4.21,1.23,19.98,0.001,11.08,-4.62
4.29,0.021,-4.21,1.23,29.44,-0.014,11.65,-4.94
4.29,0.021,-4.21,1.23,31.36,-0.006999999999999999,13.58,3.15
4.29,0.021,-4.21,1.23,14.46,0.08199999999999999,12.07,-2.78
4.29,0.021,-4.21,1.23,15.09,-0.018000000000000002,8.69,-0.77
4.29,0.021,-4.21,1.23,20.68,-0.027000000000000003,10.46,2.49
4.29,0.021,-4.21,1.23,3.55,0.057,-6.59,4.46
4.29,0.021,-4.21,1.23,13.34,0.033,-4.77,-1.01
4.29,0.021,-4.21,1.23,-3.2,0.052000000000000005,-3.07,3.73
4.29,0.021,-4.21,1.23,6.56,-0.008,-4.29,-2.62
4.29,0.021,-4.21,1.23,-11.89,0.004,-12.17,1.47
4.29,0.021,-4.21,1.23,18.92,0.039,1.38,1.99
4.29,0.021,-4.21,1.23,13.59,0.061,-3.52,-2.94
4.29,0.021,-4.21,1.23,29.17,0.024,13.68,5.77
4.29,0.021,-4.21,1.23,8.74,0.023,-0.8,6.95
4.29,0.021,-4.21,1.23,15.08,0.005,11.63,-2.69
4.29,0.021,-4.21,1.23,15.54,0.031,12.63,7.84
4.29,0.021,-4.21,1.23,5.58,0.055,-2.37,-5.71
4.29,0.021,-4.21,1.23,15.15,-0.039,4.1,0.26
4.29,0.021,-4.21,1.23,-4.31,0.07400000000000001,-8.25,6.55
4.29,0.021,-4.21,1.23,26.05,-0.012,13.04,4.33
4.29,0.021,-4.21,1.23,12.91,0.022,9.42,4.43
4.29,0.021,-4.21,1.23,8.75,0.071,5.92,-6.09
4.29,0.021,-4.21,1.23,6.27,0.045,0.37,-1.05
4.29,0.021,-4.21,1.23,17.71,-0.033,3.63,-0.39
4.29,0.021,-4.21,1.23,16.3,0.005,10.06,0.49
4.29,0.021,-4.21,1.23,9.39,0.065,3.81,-0.63
4.29,0.021,-4.21,1.23,26.98,0.038,10.58,1.36
4.29,0.021,-4.21,1.23,26.75,0.004,8.31,-5.01
4.29,0.021,-4.21,1.23,9.46,0.097,-3.93,1.82
4.29,0.021,-4.21,1.23,14.58,0.029,3.61,-3.42
4.29,0.021,-4.21,1.23,16.62,0.006999999999999999,0.01,1.14
4.29,0.021,-4.21,1.23,15.69,0.004,1.15,3.49
4.29,0.021,-4.21,1.23,8.71,0.056,-6.01,3.52
4.29,0.021,-4.21,1.23,18.77,0.017,8.21,3.61
4.29,0.021,-4.21,1.23,35.66,0.024,10.51,-2.82
4.29,0.021,-4.21,1.23,24.47,0.002,8.61,-6.04
4.29,0.021,-4.21,1.23,13.37,0.078,4.95,3.11
4.29,0.021,-4.21,1.23,23.68,-0.026,13.57,3.56
4.29,0.021,-4.21,1.23,20.72,0.06,1.37,8.41
4.29,0.021,-4.21,1.23,8.58,0.057,-1.53,-1.9
31.99,0.018000000000000002,13.25,5.47,-4.24,0.01,-8.74,-1.49
31.99,0.018000000000000002,13.25,5.47,18.33,-0.07200000000000001,11.65,5.4
31.99,0.018000000000000002,13.25,5.47,22.56,0.045,10.71,1.1
31.99,0.018000000000000002,13.25,5.47,-0.74,0.07,-4.52,-3.62
31.99,0.018000000000000002,13.25,5.47,5.6,0.126,0.94,4.06
31.99,0.018000000000000002,13.25,5.47,32.79,0.008,3.38,1.99
31.99,0.018000000000000002,13.25,5.47,22.43,0.057,3.16,-3.79
31.99,0.018000000000000002,13.25,5.47,-3.13,-0.025,-6.67,0.92
31.99,0.018000000000000002,13.25,5.47,15.96,0.057,10.57,-6.6
31.99,0.018000000000000002,13.25,5.47,21.85,-0.051,10.36,-1.45
31.99,0.018000000000000002,13.25,5.47,20.71,0.08800000000000001,13.89,10.99
31.99,0.018000000000000002,13.25,5.47,20.22,0.061,10.05,-0.5
31.99,0.018000000000000002,13.25,5.47,27.42,0.037000000000000005,11.03,2.26
31.99,0.018000000000000002,13.25,5.47,10.87,0.006,-4.56,-2.83
31.99,0.018000000000000002,13.25,5.47,20.97,-0.054000000000000006,13.0,6.05
31.99,0.018000000000000002,13.25,5.47,20.97,0.035,9.5,3.09
31.99,0.018000000000000002,13.25,5.47,18.42,0.006999999999999999,7.65,0.79
31.99,0.018000000000000002,13.25,5.47,19.98,0.001,11.08,-4.62
31.99,0.018000000000000002,13.25,5.47,29.44,-0.014,11.65,-4.94
31.99,0.018000000000000002,13.25,5.47,31.36,-0.006999999999999999,13.58,3.15
31.99,0.018000000000000002,13.25,5.47,14.46,0.08199999999999999,12.07,-2.78
31.99,0.018000000000000002,13.25,5.47,15.09,-0.018000000000000002,8.69,-0.77
31.99,0.018000000000000002,13.25,5.47,20.68,-0.027000000000000003,10.46,2.49
31.99,0.018000000000000002,13.25,5.47,3.55,0.057,-6.59,4.46
31.99,0.018000000000000002,13.25,5.47,13.34,0.033,-4.77,-1.01
31.99,0.018000000000000002,13.25,5.47,-3.2,0.052000000000000005,-3.07,3.73
31.99,0.018000000000000002,13.25,5.47,6.56,-0.008,-4.29,-2.62
31.99,0.018000000000000002,13.25,5.47,-11.89,0.004,-12.17,1.47
31.99,0.018000000000000002,13.25,5.47,18.92,0.039,1.38,1.99
31.99,0.018000000000000002,13.25,5.47,13.59,0.061,-3.52,-2.94
31.99,0.018000000000000002,13.25,5.47,29.17,0.024,13.68,5.77
31.99,0.018000000000000002,13.25,5.47,8.74,0.023,-0.8,6.95
31.99,0.018000000000000002,13.25,5.47,15.08,0.005,11.63,-2.69
31.99,0.018000000000000002,13.25,5.47,15.54,0.031,12.63,7.84
31.99,0.018000000000000002,13.25,5.47,5.58,0.055,-2.37,-5.71
31.99,0.018000000000000002,13.25,5.47,15.15,-0.039,4.1,0.26
31.99,0.018000000000000002,13.25,5.47,-4.31,0.07400000000000001,-8.25,6.55
31.99,0.018000000000000002,13.25,5.47,26.05,-0.012,13.04,4.33
31.99,0.018000000000000002,13.25,5.47,12.91,0.022,9.42,4.43
31.99,0.018000000000000002,13.25,5.47,8.75,0.071,5.92,-6.09
31.99,0.018000000000000002,13.25,5.47,6.27,0.045,0.37,-1.05
31.99,0.018000000000000002,13.25,5.47,17.71,-0.033,3.63,-0.39
31.99,0.018000000000000002,13.25,5.47,16.3,0.005,10.06,0.49
31.99,0.018000000000000002,13.25,5.47,9.39,0.065,3.81,-0.63
31.99,0.018000000000000002,13.25,5.47,26.98,0.038,10.58,1.36
31.99,0.018000000000000002,13.25,5.47,26.75,0.004,8.31,-5.01
31.99,0.018000000000000002,13.25,5.47,9.46,0.097,-3.93,1.82
31.99,0.018000000000000002,13.25,5.47,14.58,0.029,3.61,-3.42
31.99,0.018000000000000002,13.25,5.47,16.62,0.006999999999999999,0.01,1.14
31.99,0.018000000000000002,13.25,5.47,15.69,0.004,1.15,3.49
31.99,0.018000000000000002,13.25,5.47,8.71,0.056,-6.01,3.52
31.99,0.018000000000000002,13.25,5.47,18.77,0.017,8.21,3.61
31.99,0.018000000000000002,13.25,5.47,35.66,0.024,10.51,-2.82
31.99,0.018000000000000002,13.25,5.47,24.47,0.002,8.61,-6.04
31.99,0.018000000000000002,13.25,5.47,13.37,0.078,4.95,3.11
31.99,0.018000000000000002,13.25,5.47,23.68,-0.026,13.57,3.56
31.99,0.018000000000000002,13.25,5.47,20.72,0.06,1.37,8.41
31.99,0.018000000000000002,13.25,5.47,8.58,0.057,-1.53,-1.9
-4.24,0.01,-8.74,-1.49,18.33,-0.07200000000000001,11.65,5.4
-4.24,0.01,-8.74,-1.49,22.56,0.045,10.71,1.1
-4.24,0.01,-8.74,-1.49,-0.74,0.07,-4.52,-3.62
-4.24,0.01,-8.74,-1.49,5.6,0.126,0.94,4.06
-4.24,0.01,-8.74,-1.49,32.79,0.008,3.38,1.99
-4.24,0.01,-8.74,-1.49,22.43,0.057,3.16,-3.79
-4.24,0.01,-8.74,-1.49,-3.13,-0.025,-6.67,0.92
-4.24,0.01,-8.74,-1.49,15.96,0.057,10.57,-6.6
-4.24,0.01,-8.74,-1.49,21.85,-0.051,10.36,-1.45
-4.24,0.01,-8.74,-1.49,20.71,0.08800000000000001,13.89,10.99
-4.24,0.01,-8.74,-1.49,20.22,0.061,10.05,-0.5
-4.24,0.01,-8.74,-1.49,27.42,0.037000000000000005,11.03,2.26
-4.24,0.01,-8.74,-1.49,10.87,0.006,-4.56,-2.83
-4.24,0.01,-8.74,-1.49,20.97,-0.054000000000000006,13.0,6.05
-4.24,0.01,-8.74,-1.49,20.97,0.035,9.5,3.09
-4.24,0.01,-8.74,-1.49,18.42,0.006999999999999999,7.65,0.79
-4.24,0.01,-8.74,-1.49,19.98,0.001,11.08,-4.62
-4.24,0.01,-8.74,-1.49,29.44,-0.014,11.65,-4.94
-4.24,0.01,-8.74,-1.49,31.36,-0.006999999999999999,13.58,3.15
-4.24,0.01,-8.74,-1.49,14.46,0.08199999999999999,12.07,-2.78
-4.24,0.01,-8.74,-1.49,15.09,-0.018000000000000002,8.69,-0.77
-4.24,0.01,-8.74,-1.49,20.68,-0.027000000000000003,10.46,2.49
-4.24,0.01,-8.74,-1.49,3.55,0.057,-6.59,4.46
-4.24,0.01,-8.74,-1.49,13.34,0.033,-4.77,-1.01
-4.24,0.01,-8.74,-1.49,-3.2,0.052000000000000005,-3.07,3.73
-4.24,0.01,-8.74,-1.49,6.56,-0.008,-4.29,-2.62
-4.24,0.01,-8.74,-1.49,-11.89,0.004,-12.17,1.47
-4.24,0.01,-8.74,-1.49,18.92,0.039,1.38,1.99
-4.24,0.01,-8.74,-1.49,13.59,0.061,-3.52,-2.94
-4.24,0.01,-8.74,-1.49,29.17,0.024,13.68,5.77
-4.24,0.01,-8.74,-1.49,8.74,0.023,-0.8,6.95
-4.24,0.01,-8.74,-1.49,15.08,0.005,11.63,-2.69
-4.24,0.01,-8.74,-1.49,15.54,0.031,12.63,7.84
-4.24,0.01,-8.74,-1.49,5.58,0.055,-2.37,-5.71
-4.24,0.01,-8.74,-1.49,15.15,-0.039,4.1,0.26
-4.24,0.01,-8.74,-1.49,-4.31,0.07400000000000001,-8.25,6.55
-4.24,0.01,-8.74,-1.49,26.05,-0.012,13.04,4.33
-4.24,0.01,-8.74,-1.49,12.91,0.022,9.42,4.43
-4.24,0.01,-8.74,-1.49,8.75,0.071,5.92,-6.09
-4.24,0.01,-8.74,-1.49,6.27,0.045,0.37,-1.05
-4.24,0.01,-8.74,-1.49,17.71,-0.033,3.63,-0.39
-4.24,0.01,-8.74,-1.49,16.3,0.005,10.06,0.49
-4.24,0.01,-8.74,-1.49,9.39,0.065,3.81,-0.63
-4.24,0.01,-8.74,-1.49,26.98,0.038,10.58,1.36
-4.24,0.01,-8.74,-1.49,26.75,0.004,8.31,-5.01
-4.24,0.01,-8.74,-1.49,9.46,0.097,-3.93,1.82
-4.24,0.01,-8.74,-1.49,14.58,0.029,3.61,-3.42
-4.24,0.01,-8.74,-1.49,16.62,0.006999999999999999,0.01,1.14
-4.24,0.01,-8.74,-1.49,15.69,0.004,1.15,3.49
-4.24,0.01,-8.74,-1.49,8.71,0.056,-6.01,3.52
-4.24,0.01,-8.74,-1.49,18.77,0.017,8.21,3.61
-4.24,0.01,-8.74,-1.49,35.66,0.024,10.51,-2.82
-4.24,0.01,-8.74,-1.49,24.47,0.002,8.61,-6.04
-4.24,0.01,-8.74,-1.49,13.37,0.078,4.95,3.11
-4.24,0.01,-8.74,-1.49,23.68,-0.026,13.57,3.56
-4.24,0.01,-8.74,-1.49,20.72,0.06,1.37,8.41
-4.24,0.01,-8.74,-1.49,8.58,0.057,-1.53,-1.9
18.33,-0.07200000000000001,11.65,5.4,22.56,0.045,10.71,1.1
18.33,-0.07200000000000001,11.65,5.4,-0.74,0.07,-4.52,-3.62
18.33,-0.07200000000000001,11.65,5.4,5.6,0.126,0.94,4.06
18.33,-0.07200000000000001,11.65,5.4,32.79,0.008,3.38,1.99
18.33,-0.07200000000000001,11.65,5.4,22.43,0.057,3.16,-3.79
18.33,-0.07200000000000001,11.65,5.4,-3.13,-0.025,-6.67,0.92
18.33,-0.07200000000000001,11.65,5.4,15.96,0.057,10.57,-6.6
18.33,-0.07200000000000001,11.65,5.4,21.85,-0.051,10.36,-1.45
18.33,-0.07200000000000001,11.65,5.4,20.71,0.08800000000000001,13.89,10.99
18.33,-0.07200000000000001,11.65,5.4,20.22,0.061,10.05,-0.5
18.33,-0.07200000000000001,11.65,5.4,27.42,0.037000000000000005,11.03,2.26
18.33,-0.07200000000000001,11.65,5.4,10.87,0.006,-4.56,-2.83
18.33,-0.07200000000000001,11.65,5.4,20.97,-0.054000000000000006,13.0,6.05
18.33,-0.07200000000000001,11.65,5.4,20.97,0.035,9.5,3.09
18.33,-0.07200000000000001,11.65,5.4,18.42,0.006999999999999999,7.65,0.79
18.33,-0.07200000000000001,11.65,5.4,19.98,0.001,11.08,-4.62
18.33,-0.07200000000000001,11.65,5.4,29.44,-0.014,11.65,-4.94
18.33,-0.07200000000000001,11.65,5.4,31.36,-0.006999999999999999,13.58,3.15
18.33,-0.07200000000000001,11.65,5.4,14.46,0.08199999999999999,12.07,-2.78
18.33,-0.07200000000000001,11.65,5.4,15.09,-0.018000000000000002,8.69,-0.77
18.33,-0.07200000000000001,11.65,5.4,20.68,-0.027000000000000003,10.46,2.49
18.33,-0.07200000000000001,11.65,5.4,3.55,0.057,-6.59,4.46
18.33,-0.07200000000000001,11.65,5.4,13.34,0.033,-4.77,-1.01
18.33,-0.07200000000000001,11.65,5.4,-3.2,0.052000000000000005,-3.07,3.73
18.33,-0.07200000000000001,11.65,5.4,6.56,-0.008,-4.29,-2.62
18.33,-0.07200000000000001,11.65,5.4,-11.89,0.004,-12.17,1.47
18.33,-0.07200000000000001,11.65,5.4,18.92,0.039,1.38,1.99
18.33,-0.07200000000000001,11.65,5.4,13.59,0.061,-3.52,-2.94
18.33,-0.07200000000000001,11.65,5.4,29.17,0.024,13.68,5.77
18.33,-0.07200000000000001,11.65,5.4,8.74,0.023,-0.8,6.95
18.33,-0.07200000000000001,11.65,5.4,15.08,0.005,11.63,-2.69
18.33,-0.07200000000000001,11.65,5.4,15.54,0.031,12.63,7.84
18.33,-0.07200000000000001,11.65,5.4,5.58,0.055,-2.37,-5.71
18.33,-0.07200000000000001,11.65,5.4,15.15,-0.039,4.1,0.26
18.33,-0.07200000000000001,11.65,5.4,-4.31,0.07400000000000001,-8.25,6.55
18.33,-0.07200000000000001,11.65,5.4,26.05,-0.012,13.04,4.33
18.33,-0.07200000000000001,11.65,5.4,12.91,0.022,9.42,4.43
18.33,-0.07200000000000001,11.65,5.4,8.75,0.071,5.92,-6.09
18.33,-0.07200000000000001,11.65,5.4,6.27,0.045,0.37,-1.05
18.33,-0.07200000000000001,11.65,5.4,17.71,-0.033,3.63,-0.39
18.33,-0.07200000000000001,11.65,5.4,16.3,0.005,10.06,0.49
18.33,-0.07200000000000001,11.65,5.4,9.39,0.065,3.81,-0.63
18.33,-0.07200000000000001,11.65,5.4,26.98,0.038,10.58,1.36
18.33,-0.07200000000000001,11.65,5.4,26.75,0.004,8.31,-5.01
18.33,-0.07200000000000001,11.65,5.4,9.46,0.097,-3.93,1.82
18.33,-0.07200000000000001,11.65,5.4,14.58,0.029,3.61,-3.42
18.33,-0.07200000000000001,11.65,5.4,16.62,0.006999999999999999,0.01,1.14
18.33,-0.07200000000000001,11.65,5.4,15.69,0.004,1.15,3.49
18.33,-0.07200000000000001,11.65,5.4,8.71,0.056,-6.01,3.52
18.33,-0.07200000000000001,11.65,5.4,18.77,0.017,8.21,3.61
18.33,-0.07200000000000001,11.65,5.4,35.66,0.024,10.51,-2.82
18.33,-0.07200000000000001,11.65,5.4,24.47,0.002,8.61,-6.04
18.33,-0.07200000000000001,11.65,5.4,13.37,0.078,4.95,3.11
18.33,-0.07200000000000001,11.65,5.4,23.68,-0.026,13.57,3.56
18.33,-0.07200000000000001,11.65,5.4,20.72,0.06,1.37,8.41
18.33,-0.07200000000000001,11.65,5.4,8.58,0.057,-1.53,-1.9
22.56,0.045,10.71,1.1,-0.74,0.07,-4.52,-3.62
22.56,0.045,10.71,1.1,5.6,0.126,0.94,4.06
22.56,0.045,10.71,1.1,32.79,0.008,3.38,1.99
22.56,0.045,10.71,1.1,22.43,0.057,3.16,-3.79
22.56,0.045,10.71,1.1,-3.13,-0.025,-6.67,0.92
22.56,0.045,10.71,1.1,15.96,0.057,10.57,-6.6
22.56,0.045,10.71,1.1,21.85,-0.051,10.36,-1.45
22.56,0.045,10.71,1.1,20.71,0.08800000000000001,13.89,10.99
22.56,0.045,10.71,1.1,20.22,0.061,10.05,-0.5
22.56,0.045,10.71,1.1,27.42,0.037000000000000005,11.03,2.26
22.56,0.045,10.71,1.1,10.87,0.006,-4.56,-2.83
22.56,0.045,10.71,1.1,20.97,-0.054000000000000006,13.0,6.05
22.56,0.045,10.71,1.1,20.97,0.035,9.5,3.09
22.56,0.045,10.71,1.1,18.42,0.006999999999999999,7.65,0.79
22.56,0.045,10.71,1.1,19.98,0.001,11.08,-4.62
22.56,0.045,10.71,1.1,29.44,-0.014,11.65,-4.94
22.56,0.045,10.71,1.1,31.36,-0.006999999999999999,13.58,3.15
22.56,0.045,10.71,1.1,14.46,0.08199999999999999,12.07,-2.78
22.56,0.045,10.71,1.1,15.09,-0.018000000000000002,8.69,-0.77
22.56,0.045,10.71,1.1,20.68,-0.027000000000000003,10.46,2.49
22.56,0.045,10.71,1.1,3.55,0.057,-6.59,4.46
22.56,0.045,10.71,1.1,13.34,0.033,-4.77,-1.01
22.56,0.045,10.71,1.1,-3.2,0.052000000000000005,-3.07,3.73
22.56,0.045,10.71,1.1,6.56,-0.008,-4.29,-2.62
22.56,0.045,10.71,1.1,-11.89,0.004,-12.17,1.47
